% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3726490 +3.950394100e+01 +3.950394100e+01 +4.339839410e+02 +4.339839410e+02 -4.7855e+00 -3.9250e+00 -3.9885e+00 +3.1554e+00 -3.1962e+00 -3.3978e+00 +2.9991e+00 +7.8708e-01 +5.5182e-01 -3.6783e+00 +3.6448e+00 -1.7763e-01 +3.2762e+00 +3.1610e+00 -3.5422e+00 +4.2547e+00 -3.3495e+00 -2.9205e+00 -1.0416e+00 +2.7617e+00
4148998 +3.777758328e+01 +3.777758328e+01 +4.322575833e+02 +4.322575833e+02 -4.6698e+00 -2.2025e+00 -4.9276e+00 +3.5047e+00 +1.4358e+00 -3.9627e+00 +3.8081e+00 -1.2054e+00 -1.6791e+00 -4.5239e+00 -2.4053e+00 +1.2890e+00 +2.6126e-01 +2.0875e+00 -1.9781e+00 +2.6833e+00 -4.5591e+00 -6.4836e-01 -1.2310e+00 +6.8666e-01
8595971 +3.572241379e+01 +3.572241379e+01 +4.302024138e+02 +4.302024138e+02 -4.2896e+00 -1.7537e+00 -1.2074e+00 +2.2650e+00 +1.4102e+00 -2.0100e+00 +4.0983e+00 +1.9785e+00 -2.7517e+00 -2.9474e+00 +1.6004e+00 +1.9611e-01 +9.9548e-01 +1.6212e+00 -4.6471e+00 +4.3965e+00 -3.5543e+00 -2.6427e+00 -9.2348e-01 +5.4134e-01
16854855 +2.463854961e+01 +2.463854961e+01 +4.191185496e+02 +4.191185496e+02 -2.8908e+00 -2.8004e+00 -3.1735e+00 +2.2443e+00 -1.2712e+00 -4.3488e+00 +2.6827e+00 -2.2714e+00 -1.0369e+00 -4.5566e+00 +1.2139e+00 +3.0071e+00 +4.7102e-01 +4.1377e+00 -4.1537e+00 +4.2650e+00 -2.7417e+00 -8.6122e-02 +2.0945e-01 +2.4480e+00
183265215 +1.756353937e+01 +1.756353937e+01 +4.120435394e+02 +4.120435394e+02 -4.8735e+00 -3.5550e+00 -3.8674e+00 +3.4571e+00 +1.7872e+00 -3.5844e+00 +4.3078e+00 +3.1421e-01 -1.6247e+00 -1.6839e+00 +2.7799e+00 +2.6345e+00 +7.4382e-01 +4.3695e+00 -4.6016e+00 +2.9486e+00 -4.5394e+00 -8.3211e-01 -4.0279e-03 +2.8075e-01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.425764427e+02 +3.425764427e+02 +9.546644267e+01 +9.546644267e+01 -1.6670e+00 +2.3203e+00 +1.4861e-01 +1.4962e+00 -3.0255e+00 -5.8305e-01 -2.7721e+00 +3.7644e+00 +3.8988e+00 -7.1290e-01 -2.1935e+00 +5.4660e-01 -2.5139e-02 -3.7187e+00 -3.5290e+00 +3.3784e+00 -1.0537e+00 +2.2214e+00 -3.5497e+00 -1.8950e+00
2 +2.250413432e+02 +2.250413432e+02 -2.206865678e+01 -2.206865678e+01 +3.4276e+00 +2.3981e+00 -7.9661e-01 -1.2709e+00 -4.7903e+00 -3.2361e+00 +2.1067e+00 -2.5944e+00 -7.7467e-01 -5.6140e-01 +2.0076e+00 +4.4644e+00 -4.1862e+00 +4.5392e+00 +2.6182e+00 +2.7263e+00 +2.7972e+00 -2.6828e+00 -2.9688e+00 +1.5143e+00
4 +1.920771031e+02 +1.920771031e+02 -5.503289686e+01 -5.503289686e+01 -4.5559e+00 +2.8035e+00 -1.4782e+00 +4.6571e+00 -3.8733e+00 +1.2255e+00 +4.9770e+00 -5.6667e-01 -2.2154e+00 +2.1162e+00 -6.8730e-01 -2.6333e+00 -2.2815e+00 +1.8704e+00 +2.2645e+00 -3.2696e+00 +4.6289e+00 +1.0730e+00 +8.0901e-01 -3.8272e+00
23 +1.786026044e+02 +1.786026044e+02 -6.850739562e+01 -6.850739562e+01 +1.6035e+00 -3.1405e+00 +1.0917e+00 -1.3309e+00 -9.0550e-01 +2.0444e+00 +4.5995e-01 -3.8374e+00 +2.6897e+00 -4.6647e+00 +2.2345e+00 +1.0142e+00 +2.5216e+00 +3.1424e+00 +3.2586e+00 -2.5267e+00 -3.0784e+00 +5.6925e-01 +1.9172e+00 +1.2453e+00
38 +1.276380750e+02 +1.276380750e+02 -1.194719250e+02 -1.194719250e+02 -4.6539e+00 +1.3851e-01 -4.6559e+00 -3.0574e-01 +1.5416e+00 -2.0534e-01 +1.4362e+00 -9.5301e-01 -1.0489e+00 +2.3551e+00 +7.3272e-01 -2.8653e+00 +1.4813e+00 -9.2023e-01 -5.7001e-01 +1.3815e+00 +8.3340e-01 +2.1330e-01 +4.6923e+00 +1.3164e+00
203 +1.214032964e+02 +1.214032964e+02 -1.257067036e+02 -1.257067036e+02 +3.1502e-01 -4.5446e-01 -1.7852e+00 +2.7067e-01 -4.2003e+00 -2.0591e+00 +1.2684e-01 -4.2306e+00 -1.7056e+00 -1.4176e-02 +2.1387e+00 -9.8318e-01 +7.3486e-01 +4.1653e-01 +6.9690e-01 +1.8225e+00 +9.0504e-02 +3.2961e+00 +2.9714e+00 -1.5194e+00
398 +1.137739361e+02 +1.137739361e+02 -1.333360639e+02 -1.333360639e+02 -2.3446e+00 -8.0054e-01 -1.4327e+00 +2.3233e+00 -3.0388e+00 +1.9217e+00 +2.5237e+00 +1.3225e+00 +1.3499e+00 +3.4195e+00 +3.7106e+00 +2.5887e+00 +5.2282e-01 +2.0179e+00 +1.3794e+00 -2.4171e+00 +2.0576e+00 -3.2701e+00 -1.8385e-01 +1.5410e+00
476 +1.006535127e+02 +1.006535127e+02 -1.464564873e+02 -1.464564873e+02 -2.9548e-01 -4.2531e+00 +3.0669e-01 -3.4021e+00 -3.9312e+00 +3.1539e+00 +4.0714e-01 -4.2287e+00 -1.9661e+00 +5.8651e-01 +2.4892e+00 -1.4481e+00 +2.8675e+00 -1.2947e+00 +3.9482e+00 -4.3582e+00 +2.9062e-01 -1.4465e+00 +3.6999e+00 +1.5125e+00
1785 +9.522536760e+01 +9.522536760e+01 -1.518846324e+02 -1.518846324e+02 -2.2908e+00 -3.7676e-01 +7.9601e-01 +8.0543e-03 +1.7126e-01 +2.8512e+00 +1.3715e+00 -3.7604e+00 +1.6572e+00 +3.7114e+00 +9.3411e-01 +1.7245e+00 -1.9826e+00 +4.0074e+00 +2.4529e+00 +4.3951e+00 +4.7912e+00 +1.6000e+00 +2.3118e+00 +6.3456e-01
2979 +9.226454423e+01 +9.226454423e+01 -1.548454558e+02 -1.548454558e+02 -3.8615e+00 +3.2024e+00 -2.5850e+00 -1.8297e+00 -2.0577e+00 +3.7538e+00 +4.3978e+00 -1.3052e+00 +1.2085e+00 +4.9389e-01 +2.7440e+00 +2.4364e-01 +4.6119e+00 -2.1811e+00 +3.9740e+00 -3.3824e+00 +2.5603e+00 -3.1041e+00 +4.1982e+00 +4.2127e+00
4926 +8.652203960e+01 +8.652203960e+01 -1.605879604e+02 -1.605879604e+02 -3.2075e-02 -2.6614e-01 +6.3927e-01 -3.3528e+00 -2.7504e-01 +1.9436e+00 +2.9917e+00 -2.0883e+00 +7.2217e-01 +4.9351e+00 +2.4715e+00 -2.2645e-01 -1.4788e+00 +4.8602e+00 +3.7236e-01 +5.5811e-03 +3.4574e+00 -5.2118e-01 +5.1699e-01 +7.4377e-02
9580 +5.740420281e+01 +5.740420281e+01 -1.897057972e+02 -1.897057972e+02 -9.5058e-01 -5.0690e-01 +2.1837e+00 -3.6542e+00 -1.8143e+00 +7.6433e-01 +9.8649e-01 -4.5759e+00 -3.9208e+00 +3.8652e+00 +2.2445e+00 +3.9432e+00 +4.0736e+00 +3.2208e-01 +3.9991e+00 +7.5277e-01 +4.0969e+00 +1.7954e+00 +1.9510e+00 +1.4873e+00
55102 +5.101270653e+01 +5.101270653e+01 -1.960972935e+02 -1.960972935e+02 -3.3894e+00 -2.1913e+00 -4.5605e+00 -1.5252e+00 -3.6195e+00 +8.2001e-01 +2.7145e+00 -1.8273e+00 -1.6780e-01 +9.8692e-01 +2.1065e+00 -7.4243e-01 +2.2235e+00 -6.6360e-01 +4.7264e+00 +2.0245e+00 +4.1421e+00 -1.5009e-01 +3.6522e-01 +4.9897e-01
76068 +4.192988665e+01 +4.192988665e+01 -2.051801134e+02 -2.051801134e+02 -2.5156e+00 +3.8971e-01 -6.5840e-01 -3.9276e+00 -4.4329e+00 +1.2689e+00 +4.8409e+00 -4.7369e+00 -1.2459e+00 +3.5296e+00 +2.6285e+00 -7.9162e-01 +4.5143e-01 -1.2591e+00 +2.7083e+00 -1.5048e+00 +3.5126e+00 +2.9100e+00 +1.0845e+00 -1.0710e-01
1207904 +3.860571958e+01 +3.860571958e+01 -2.085042804e+02 -2.085042804e+02 -4.4923e+00 -2.5129e+00 -9.2784e-01 -2.7882e+00 -4.0247e+00 +4.4513e+00 +1.7008e+00 -1.6956e+00 -1.9171e+00 +3.3810e+00 +3.7307e+00 +2.7569e+00 +2.8419e+00 +2.3464e+00 +3.4022e+00 +2.4122e+00 +3.6345e+00 +5.1981e-01 +3.1327e+00 -1.1428e+00
1389819 +3.315783224e+01 +3.315783224e+01 -2.139521678e+02 -2.139521678e+02 -4.7382e+00 +2.1767e+00 -2.0220e+00 -2.2818e+00 -4.7742e+00 +2.7433e+00 +1.7548e+00 -3.2618e+00 +4.9510e-01 +4.9596e+00 +1.7599e+00 +2.3888e+00 +2.8531e+00 -7.4506e-01 +3.6223e+00 +7.8907e-01 +2.2125e+00 -2.4874e+00 +4.2422e+00 +1.5362e-01
12456493 +3.115900798e+01 +3.115900798e+01 -2.159509920e+02 -2.159509920e+02 -3.6118e+00 +7.1607e-01 -4.8995e-01 -8.3509e-01 -2.6449e+00 +1.8604e+00 +1.8082e+00 -3.5930e+00 +9.5469e-01 +8.0356e-01 +2.8180e+00 +1.0204e+00 +4.5215e+00 +1.6586e+00 +4.8952e+00 -8.3757e-01 +2.8856e+00 -1.7568e+00 +4.5766e-02 +1.2879e+00
47917913 +2.713406236e+01 +2.713406236e+01 -2.199759376e+02 -2.199759376e+02 -1.9929e+00 -6.4487e-03 -2.3849e+00 -3.2236e+00 -1.8595e+00 +2.8486e+00 +4.6630e+00 -2.9864e+00 +1.3056e+00 +2.1702e+00 +2.3488e+00 +1.8689e+00 +4.3860e+00 +2.1843e+00 +1.8508e+00 +3.1462e-01 +2.5023e+00 +9.8116e-02 +2.3055e+00 +2.3897e+00
109862388 +2.128842661e+01 +2.128842661e+01 -2.258215734e+02 -2.258215734e+02 -4.2994e+00 -4.9144e-01 +1.6104e+00 -3.8019e+00 -1.5041e+00 +1.9344e+00 +3.2670e+00 -2.8395e+00 -1.3135e+00 +1.3306e+00 +2.4128e+00 +1.9967e+00 +4.6616e+00 +2.0432e-01 +2.5542e+00 +8.8478e-01 +3.1011e+00 +3.0637e-02 +1.1391e+00 +5.0796e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.978892671e+02 +2.978892671e+02 +1.458492671e+02 +1.458492671e+02 -2.5260e+00 -3.9817e+00 -2.0512e+00 -3.1707e-01 +3.4552e+00 -1.9171e+00 -4.4101e+00 +3.4030e+00 +3.6295e+00 -4.7251e+00 -2.5038e+00 +4.8869e+00 -1.4838e-01 +1.4915e+00 -7.0637e-01 -1.6642e+00 +4.4382e+00 -3.6914e-01 -3.0196e+00 -2.2554e+00
3 +2.929282249e+02 +2.929282249e+02 +1.408882249e+02 +1.408882249e+02 -2.4516e+00 +3.4952e+00 +3.5128e+00 +3.3160e+00 -4.4686e+00 +1.0594e+00 +1.2433e-01 +4.7193e+00 -1.7785e+00 -1.1243e+00 -4.6820e+00 -4.3157e+00 -4.8861e+00 -5.5123e-01 -1.6052e+00 +9.2276e-01 -4.2740e+00 -3.6611e+00 +2.7917e+00 +7.2783e-01
6 +2.483822124e+02 +2.483822124e+02 +9.634221237e+01 +9.634221237e+01 -3.6174e+00 -8.5607e-01 +4.4360e+00 +2.8822e+00 -3.7808e+00 -1.4040e+00 -1.8468e-01 -1.3114e+00 -1.0071e+00 +8.0157e-01 +8.7173e-01 -2.2436e+00 +1.5658e+00 -7.2004e-01 -4.7707e+00 +3.1980e+00 +1.8054e+00 +3.9329e+00 -2.9769e+00 +2.2588e+00
7 +2.399691658e+02 +2.399691658e+02 +8.792916578e+01 +8.792916578e+01 -1.1848e+00 -1.7349e+00 +1.8505e+00 +3.8626e+00 -6.3375e-01 +1.8046e+00 -6.2960e-01 +1.2668e-01 -4.8711e+00 +4.5770e+00 +3.7109e+00 +1.9076e+00 +1.7658e+00 +1.1271e+00 -4.7366e+00 +1.4556e+00 -1.7220e+00 -6.4437e-01 -3.8249e+00 +1.2628e+00
17 +2.264944573e+02 +2.264944573e+02 +7.445445729e+01 +7.445445729e+01 -3.1729e+00 -1.8243e+00 -6.0561e-01 -1.0476e+00 -3.4865e+00 -2.8916e+00 -3.6611e+00 +4.1425e+00 -2.3855e+00 +3.0927e+00 +1.2422e+00 -3.8842e+00 -9.9401e-01 +2.3290e-01 -4.2588e+00 -2.1687e+00 +4.6886e+00 +2.8135e+00 +3.0701e+00 +2.5632e+00
19 +2.126754768e+02 +2.126754768e+02 +6.063547683e+01 +6.063547683e+01 -1.7771e-01 +4.9796e+00 -4.5638e-01 +9.7750e-01 +4.8611e+00 +4.8551e+00 -4.2593e+00 +1.1858e+00 +8.8481e-01 +1.1338e-01 -6.7368e-01 -2.1433e+00 +2.9390e+00 +1.4954e+00 -4.8719e+00 -1.5710e+00 -2.8271e+00 -6.5429e-01 -4.6995e-01 -1.2524e-02
