% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
8470 +3.674346608e+02 +3.674346608e+02 +4.700446608e+02 +4.700446608e+02 +1.9667e+00 -2.3057e+00 +5.0093e-01 -2.2323e+00 -3.2626e-01 -1.0021e+00 -1.8002e+00 -2.4957e+00 -2.5860e+00 +1.9443e+00 +3.4013e-01 -2.0075e+00 -1.1323e+00 +1.1411e+00 -3.4984e+00 -1.1507e+00 +2.8491e+00 -2.4733e+00 -4.6834e-01 +3.8396e+00
18694 +3.524910168e+02 +3.524910168e+02 +4.551010168e+02 +4.551010168e+02 -1.2894e+00 -1.8649e+00 +4.8546e-01 +2.7585e+00 -1.8675e+00 +1.1237e+00 -3.7824e-01 -3.0089e+00 -1.4403e+00 +1.8936e+00 -2.5246e+00 -3.0594e+00 +8.0444e-01 +3.2504e+00 -1.6778e+00 -2.1541e+00 +4.6610e-01 -1.3321e+00 -1.2205e+00 +2.2857e+00
18804 +3.226562644e+02 +3.226562644e+02 +4.252662644e+02 +4.252662644e+02 -2.4563e+00 -2.3554e+00 +4.0440e-01 -1.3759e+00 +1.6685e+00 +1.1217e+00 +1.2489e+00 -2.8472e+00 -8.3042e-01 -2.9349e+00 +1.3467e+00 -1.6867e+00 -7.3125e-01 -2.7913e+00 +2.3278e+00 +1.5956e+00 +2.7735e+00 +7.6719e-01 +2.4577e-02 +8.1851e-01
164796 +3.139231824e+02 +3.139231824e+02 +4.165331824e+02 +4.165331824e+02 +2.7713e+00 +7.8246e-01 -2.6475e+00 +7.0930e-01 -1.5781e+00 -9.6143e-01 +8.6449e-02 -3.3559e+00 -1.1315e+00 +2.6820e+00 -1.0143e+00 -3.9981e+00 +3.1959e+00 +8.1264e-01 -5.5659e-02 +1.5459e+00 -1.3497e+00 -4.1474e-01 +4.5812e-01 +3.6870e+00
596256 +2.949311005e+02 +2.949311005e+02 +3.975411005e+02 +3.975411005e+02 +2.4288e+00 +3.6119e+00 -1.0251e+00 +2.1366e-01 -9.1158e-01 -9.4812e-01 -3.2915e+00 -3.5196e+00 -6.6239e-01 +1.6502e+00 -3.7427e-01 -1.7659e-01 +1.0755e+00 +3.4801e+00 -5.3091e-01 -2.5363e+00 -2.1770e+00 +1.4029e+00 +9.6067e-01 +2.4859e+00
2487967 +2.478242410e+02 +2.478242410e+02 +3.504342410e+02 +3.504342410e+02 +2.0538e+00 -1.1718e+00 -1.1533e+00 +2.4014e+00 +1.4745e+00 -1.1364e+00 -3.5706e+00 +1.0170e-01 -2.7639e+00 +2.6556e+00 -1.4403e+00 -7.0011e-01 -2.3775e+00 +1.4178e+00 -1.4304e+00 -5.8725e-01 +7.0236e-01 -7.7150e-01 +1.1887e+00 +2.3461e+00
60334690 +2.402891742e+02 +2.402891742e+02 +3.428991742e+02 +3.428991742e+02 +6.9635e-01 +2.6429e+00 -1.3878e+00 +9.2823e-01 -1.1796e+00 -2.2171e+00 +6.7562e-01 -5.4499e-01 -1.8839e+00 +1.7686e+00 +4.7976e-01 -1.6389e+00 -2.1626e+00 -9.5244e-01 -5.3968e-01 -2.7862e+00 -1.9570e+00 -2.3188e+00 -1.5074e+00 -1.0693e-01
98164658 +2.379023298e+02 +2.379023298e+02 +3.405123298e+02 +3.405123298e+02 +1.3834e+00 +3.2491e-01 +1.0096e+00 +1.4500e+00 -8.6178e-01 -7.3452e-01 -2.0240e+00 -2.7827e+00 -4.0555e+00 +4.7385e-02 -6.4240e-01 -2.1772e+00 -2.8459e+00 +1.4802e+00 -2.6352e+00 +4.3041e-01 -3.5103e-01 -2.9852e-01 +9.8207e-01 +1.7767e+00
135604891 +2.270141901e+02 +2.270141901e+02 +3.296241901e+02 +3.296241901e+02 +2.3362e-01 +2.5974e+00 -2.4512e+00 +1.4989e+00 +5.2910e-01 -1.1804e+00 -1.2206e+00 -3.3855e+00 -2.3046e-01 +1.7277e+00 -2.8862e+00 -1.5600e+00 +8.0307e-01 +2.0399e+00 -1.4045e+00 +2.8906e-01 -2.1878e+00 -1.1995e+00 +1.0243e+00 +1.0008e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.071519307e+03 +1.071519307e+03 +1.164819307e+03 +1.164819307e+03 -6.8080e-03 +6.7808e-01 -5.1311e-01 +3.8263e+00 +4.3836e+00 +4.8982e+00 -1.6175e+00 -4.1883e+00 -3.9350e+00 -4.0728e+00 -4.2902e+00 +3.3629e+00 -4.4431e+00 -3.0472e+00 -3.8828e+00 +2.2198e+00 -1.5605e-01 -2.3385e+00 +4.4568e+00 +8.9961e-01
2 +8.641166445e+02 +8.641166445e+02 +9.574166445e+02 +9.574166445e+02 +1.7562e+00 +3.8232e+00 +2.8448e+00 -2.9551e+00 +4.2598e+00 -2.5075e+00 -7.1461e-03 +7.2944e-01 -1.7735e+00 +2.5911e+00 -3.9697e+00 -4.6421e+00 +3.8588e+00 +4.8448e-01 -1.6878e+00 -1.4486e+00 -2.7092e+00 -3.8311e-01 -3.8656e+00 +1.6132e+00
4 +7.227290229e+02 +7.227290229e+02 +8.160290229e+02 +8.160290229e+02 +1.1427e+00 +1.0948e+00 +1.8481e+00 -4.8911e+00 +3.1620e+00 +5.2689e-01 +3.0243e-01 +1.1794e+00 -4.6471e+00 +3.2394e+00 +1.5171e+00 +1.2625e+00 +1.3806e-01 +4.7096e+00 +1.5300e+00 +2.2595e+00 -5.9004e-01 -3.8852e+00 +2.7958e+00 -4.4255e+00
9 +5.263073729e+02 +5.263073729e+02 +6.196073729e+02 +6.196073729e+02 +5.0156e-02 -4.7900e+00 -2.1419e+00 -8.3806e-01 -1.2523e+00 +1.6217e+00 -1.6459e+00 +1.4908e+00 +1.7495e+00 -3.2560e+00 +3.4568e+00 +4.7282e+00 -1.2629e+00 -3.2986e-01 +2.7112e+00 -4.9491e+00 -8.3714e-01 +1.0639e+00 -1.1409e+00 +3.1746e+00
18 +5.136714364e+02 +5.136714364e+02 +6.069714364e+02 +6.069714364e+02 -3.7183e+00 +1.5347e+00 +2.4705e+00 -3.8453e+00 +1.1883e-01 +1.7900e-02 -2.9565e+00 -2.8802e+00 -1.2451e+00 -4.6685e+00 +2.2648e+00 +1.4951e+00 -1.1571e+00 -5.4321e-02 -2.5735e+00 +1.2515e+00 -1.6605e+00 +7.7661e-01 -2.9178e+00 +1.1238e+00
20 +5.047038446e+02 +5.047038446e+02 +5.980038446e+02 +5.980038446e+02 +2.9719e+00 -1.5483e+00 +5.4931e-01 -2.6229e+00 -3.7941e+00 -9.2161e-02 +1.0541e+00 -1.4593e+00 +4.6597e-01 -4.4922e+00 -6.9585e-01 +6.7507e-01 +2.5896e-01 -4.5411e+00 +1.0190e+00 -7.6017e-01 -4.8121e-01 -6.2730e-02 -6.5113e-01 -1.9401e+00
131 +4.955877070e+02 +4.955877070e+02 +5.888877070e+02 +5.888877070e+02 -7.3761e-02 +1.1128e+00 +1.1704e+00 -8.7912e-01 +5.8372e-01 -1.8707e+00 +1.3099e-01 +3.2929e+00 +9.7376e-01 -2.5864e+00 +4.5742e+00 -1.5247e+00 -1.6648e+00 -7.6165e-01 -2.1081e+00 -7.6648e-01 -1.6653e+00 -1.6722e+00 +2.2629e+00 -4.0378e+00
302 +4.743156921e+02 +4.743156921e+02 +5.676156921e+02 +5.676156921e+02 +3.3627e+00 +7.5267e-03 -1.7028e+00 -4.9179e-01 +1.7317e+00 -2.5324e+00 -5.2791e-01 -7.7698e-01 +1.9037e+00 +2.9207e-01 +5.7078e-01 -2.9683e+00 +2.6449e+00 -1.4081e+00 -1.4389e+00 -3.4888e+00 +5.5208e-02 +4.8568e-01 -5.4678e-01 -3.0320e+00
374 +4.648458772e+02 +4.648458772e+02 +5.581458772e+02 +5.581458772e+02 +9.2249e-01 -2.1481e+00 -9.5408e-01 -7.1841e-02 -5.8085e-01 -4.1145e+00 -1.3822e+00 +3.7500e+00 +3.1051e-01 +9.0926e-01 -3.6354e-01 +1.6978e+00 -3.3705e-02 +3.8028e+00 -2.9030e+00 +4.9323e-01 +2.4055e-01 -1.7131e+00 -4.9764e+00 -9.3541e-02
533 +3.957531963e+02 +3.957531963e+02 +4.890531963e+02 +4.890531963e+02 +2.0433e+00 -2.9519e+00 -6.5607e-01 +2.1158e+00 -2.4370e+00 +3.3373e+00 -3.9987e-01 -1.9167e+00 +1.2546e+00 -3.3364e+00 +1.2981e-01 +4.8353e+00 -2.6041e+00 +2.7028e+00 -2.1963e+00 -3.2611e+00 -3.4625e+00 -2.2988e-01 -2.5118e+00 -6.6089e-01
1626 +3.523225411e+02 +3.523225411e+02 +4.456225411e+02 +4.456225411e+02 -1.3562e+00 -7.1978e-01 -2.1315e+00 -1.4770e-01 -4.2824e+00 -1.0611e-02 +1.3770e+00 -1.3146e+00 +4.2565e-01 +1.9615e+00 +1.7140e+00 -7.5187e-02 +2.5336e+00 +2.5957e+00 -3.2098e+00 -3.0238e+00 -1.6195e-02 +1.1472e-01 -2.1482e-01 -3.5054e+00
130823 +3.425208624e+02 +3.425208624e+02 +4.358208624e+02 +4.358208624e+02 +1.2611e+00 -1.5139e+00 -4.0178e+00 -1.0482e+00 -3.7590e+00 +2.5555e+00 -9.8897e-01 -2.3699e+00 +1.5579e+00 -1.9963e+00 +4.7277e-01 +5.5054e-01 +2.7309e+00 +2.2980e+00 -2.8469e+00 +8.3397e-01 -2.6766e+00 +1.1517e+00 -3.0063e-01 -1.1315e+00
169100 +2.955027719e+02 +2.955027719e+02 +3.888027719e+02 +3.888027719e+02 -2.9094e+00 +5.5058e-01 +1.3670e+00 +1.5685e+00 +1.8636e-01 -2.0907e+00 +2.5717e+00 +1.5220e+00 -9.4384e-02 +2.0879e+00 -3.0836e+00 -1.4561e+00 -3.5745e+00 -1.3019e+00 +1.1760e+00 +2.0869e-01 +1.3314e-01 -7.9920e-01 +9.4810e-01 -3.6646e-01
777415 +2.781158180e+02 +2.781158180e+02 +3.714158180e+02 +3.714158180e+02 +1.6888e+00 -1.6576e+00 +2.3331e+00 -2.9310e+00 -5.5046e-01 +2.5965e+00 -2.8448e+00 -5.5172e-01 -3.0102e+00 +6.2881e-02 -4.2641e-01 +2.1538e+00 +2.3651e+00 +1.3294e+00 +3.8030e-02 +1.4172e+00 +6.9052e-02 +2.0369e+00 -1.7908e+00 -7.2571e-01
850089 +2.668456343e+02 +2.668456343e+02 +3.601456343e+02 +3.601456343e+02 -2.1799e+00 +6.1254e-01 +1.3300e+00 +4.2419e-01 +1.2493e+00 -1.3032e+00 -1.7592e-01 -1.5480e+00 +1.7377e+00 -2.1778e+00 -5.7683e-02 -2.1794e+00 -4.2565e+00 -6.7054e-01 +9.5042e-01 +7.6890e-03 +8.2504e-01 -3.3816e+00 +2.4680e+00 +3.4116e+00
1440186 +2.623992920e+02 +2.623992920e+02 +3.556992920e+02 +3.556992920e+02 +2.0704e+00 -2.6902e+00 -1.4890e+00 -1.2034e+00 -2.0883e+00 +1.4372e+00 -8.2681e-01 +1.6080e+00 +1.8179e+00 -2.5358e+00 +7.0109e-01 +5.8122e-01 +1.4766e+00 +3.5813e+00 -1.4759e+00 -1.1310e-01 +2.8921e+00 +2.0251e-01 -2.2298e+00 -3.3598e+00
16444147 +2.558580152e+02 +2.558580152e+02 +3.491580152e+02 +3.491580152e+02 +1.5830e+00 -1.1718e+00 -3.3330e+00 -5.2831e-01 +1.0553e+00 +5.3620e-01 -1.9468e+00 -8.9186e-02 -1.7365e+00 -3.0379e+00 +7.9293e-01 +1.7514e+00 -1.9573e-01 +1.7850e+00 -2.0407e+00 -1.6954e+00 -3.2210e+00 +2.2613e+00 -2.3362e+00 +3.0056e-01
71753983 +2.469402620e+02 +2.469402620e+02 +3.402402620e+02 +3.402402620e+02 -2.7724e-01 +2.2819e+00 -1.8142e-01 +2.8311e+00 +1.9712e+00 -1.9964e+00 +2.3209e+00 +5.8065e-01 +2.0031e+00 +2.5734e+00 -2.7293e+00 +5.9572e-01 -1.9009e+00 -1.4843e+00 +2.2459e+00 +1.2646e+00 +3.0899e+00 -3.5488e+00 +2.4282e+00 +4.4329e-01
97308055 +2.384203578e+02 +2.384203578e+02 +3.317203578e+02 +3.317203578e+02 +7.3999e-01 -1.1457e+00 -2.2587e+00 -2.2422e-01 -1.1308e+00 -1.7282e+00 -4.2499e+00 +1.8014e+00 -1.1886e+00 -3.3808e+00 +2.4154e+00 +2.0385e+00 +1.5187e+00 +2.9139e+00 -1.0069e+00 -1.0486e+00 -1.6883e+00 +8.1399e-01 -3.3629e+00 -1.7208e+00
145691103 +2.231745046e+02 +2.231745046e+02 +3.164745046e+02 +3.164745046e+02 -3.0085e+00 +1.6054e+00 +1.6356e+00 -2.0005e-01 +1.4768e+00 -1.8493e+00 -1.8332e-02 -1.8486e+00 -3.6023e-01 +1.3581e+00 -1.2872e+00 -2.7330e+00 -2.6243e+00 +6.3996e-01 +1.5548e-01 +1.2542e+00 +2.7849e+00 -2.5065e+00 +8.0431e-01 +1.8298e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.513013515e+02 +6.513013515e+02 +6.649413515e+02 +6.649413515e+02 -2.0106e-01 -4.6618e+00 +1.7154e+00 -3.4023e+00 -9.2567e-01 -3.9395e+00 -3.3024e+00 -4.5646e+00 -2.9182e+00 -1.8324e+00 +1.0756e+00 +3.9696e+00 -8.3797e-01 -1.3288e+00 -2.7766e+00 +2.2572e+00 -8.8785e-01 -3.5367e+00 +5.1760e-01 +1.4305e+00
15 +6.408325057e+02 +6.408325057e+02 +6.544725057e+02 +6.544725057e+02 +3.1564e+00 +1.5080e+00 -1.2187e+00 +1.3488e+00 +1.8579e+00 -9.9227e-01 -1.7762e+00 -4.5944e+00 -4.7918e+00 -4.4411e+00 +3.1120e+00 +2.6237e+00 -1.8208e+00 -2.0775e+00 +3.5240e+00 +2.0630e+00 +8.1804e-01 +1.2653e+00 +4.3243e+00 +2.3803e+00
66 +5.752232315e+02 +5.752232315e+02 +5.888632315e+02 +5.888632315e+02 +7.9825e-01 -6.3530e-01 -2.0819e+00 -2.0341e+00 +3.9821e+00 -4.4290e-01 -2.4870e+00 -2.1832e+00 +1.3515e+00 -3.2260e+00 -3.4219e+00 -1.8670e+00 +2.0394e+00 -2.4473e+00 +4.5049e-01 +2.1573e+00 +1.3824e+00 +3.1858e-01 -3.8502e+00 +2.1214e+00
104 +5.218776174e+02 +5.218776174e+02 +5.355176174e+02 +5.355176174e+02 +2.3108e+00 -1.1085e-01 +2.4752e+00 +3.4553e+00 -1.8183e+00 +5.4630e-01 -4.4248e-01 -2.1769e-01 -2.5140e+00 -4.8325e-01 +1.1105e+00 +6.4619e-01 -1.4261e+00 +2.6402e+00 +3.0718e-01 +1.2707e+00 -9.5844e-01 -1.3585e+00 +2.4161e+00 +3.8018e+00
284 +4.917225379e+02 +4.917225379e+02 +5.053625379e+02 +5.053625379e+02 -8.1994e-01 +2.9708e+00 +4.8633e+00 +4.9687e+00 +1.4542e+00 -2.1568e+00 -5.0378e-01 +1.8010e+00 +8.1716e-01 -1.4261e-01 +1.4840e+00 +4.3742e+00 +1.6335e+00 -3.4388e+00 +4.3938e+00 +2.1280e+00 -1.9935e+00 -2.6375e+00 +2.1997e+00 -1.2616e-01
338 +4.880236312e+02 +4.880236312e+02 +5.016636312e+02 +5.016636312e+02 -4.2520e+00 +3.8487e+00 +2.5946e+00 +2.7847e+00 -1.3147e+00 +1.5117e+00 -2.4379e+00 +4.1123e-01 -3.9477e-01 +1.1770e+00 -1.8913e+00 -1.1615e+00 -3.0665e+00 -2.7150e+00 +7.4603e-01 -6.0634e-01 +9.3072e-01 -2.6963e+00 +1.5593e+00 +4.2055e+00
541 +4.724840141e+02 +4.724840141e+02 +4.861240141e+02 +4.861240141e+02 +2.2007e+00 +1.5033e+00 +4.8050e-01 +2.7987e+00 +2.5599e+00 +1.1531e+00 -1.6679e+00 -1.7568e+00 -2.0693e+00 -1.6904e-01 +4.8763e+00 +2.9154e+00 +3.3287e+00 +2.5215e-02 +3.1734e+00 -2.9527e+00 -9.4808e-01 -3.8828e+00 +1.4910e+00 +8.6486e-01
1170 +4.566173455e+02 +4.566173455e+02 +4.702573455e+02 +4.702573455e+02 +8.2098e-01 +1.4214e+00 -1.4462e+00 +1.5806e+00 -2.3665e+00 +9.4260e-01 -1.4282e+00 -4.0530e+00 -2.4251e+00 -2.3807e+00 +1.5109e+00 -2.5343e+00 +3.5226e+00 -2.8138e+00 -2.8679e-01 +6.3442e-01 -3.6295e+00 -3.4842e+00 +1.9844e+00 +1.2946e+00
1184 +4.390427361e+02 +4.390427361e+02 +4.526827361e+02 +4.526827361e+02 -1.7889e+00 +2.7297e+00 +7.2600e-01 +1.2914e+00 -5.1462e-02 -4.8154e+00 -1.7392e+00 -2.4744e+00 -4.1804e+00 -3.0414e+00 -4.7132e-01 +7.8908e-01 -2.4411e+00 -4.6711e+00 +1.7995e-01 +2.6781e+00 +5.9789e-02 -1.4766e+00 +2.1897e+00 +1.8013e+00
2823 +4.242096208e+02 +4.242096208e+02 +4.378496208e+02 +4.378496208e+02 -1.0374e+00 +2.1695e+00 +1.7173e+00 -3.2017e-01 +1.2651e+00 -8.0639e-01 +1.2021e+00 -9.3165e-01 -4.8280e+00 -3.7825e-02 -9.7718e-01 +1.0359e+00 +4.3287e+00 -1.9174e+00 +4.6567e+00 -1.2642e+00 +8.9027e-02 +2.7114e-01 -3.7715e-01 +1.4658e+00
3646 +4.125903985e+02 +4.125903985e+02 +4.262303985e+02 +4.262303985e+02 -1.6172e+00 +2.7897e-01 +1.7910e+00 +3.1574e+00 -5.4334e-01 +5.9968e-02 -2.9994e+00 +2.6172e+00 -1.9303e+00 -1.9070e+00 -3.9671e+00 -2.4210e+00 -5.9809e-01 -1.1989e+00 +4.2127e+00 -2.9142e+00 +1.8014e+00 -8.9648e-01 +4.0353e+00 +1.5465e+00
3876 +3.937872419e+02 +3.937872419e+02 +4.074272419e+02 +4.074272419e+02 +3.4217e+00 -2.2215e+00 -6.6593e-01 -3.2043e+00 -2.3451e+00 +8.2764e-01 +1.5307e-01 -2.3557e-01 +3.5189e+00 +2.0281e+00 -8.9385e-01 -3.5321e-01 +5.2145e-01 +8.6549e-01 -3.9086e+00 +1.0765e+00 +1.1707e+00 +2.6854e+00 -2.8128e+00 -3.2369e-01
18890 +3.444745730e+02 +3.444745730e+02 +3.581145730e+02 +3.581145730e+02 +6.2585e-01 +3.4259e+00 +6.3629e-02 +3.2148e+00 +2.9766e-01 -4.3436e+00 -8.0053e-01 +1.1574e-01 -1.9459e+00 -2.3581e+00 -6.7572e-01 +1.1369e+00 -1.3421e+00 -6.9562e-01 +3.4840e+00 -3.6471e+00 -3.0672e+00 +1.2850e-01 +2.4596e+00 -4.8515e-01
83160 +2.881179915e+02 +2.881179915e+02 +3.017579915e+02 +3.017579915e+02 -1.4004e-01 +3.0217e+00 +1.4584e+00 -8.2988e-01 +2.4233e+00 +2.2485e-01 -2.6330e+00 +2.6485e-01 -1.3387e+00 -1.9613e-01 +5.3044e-01 +2.6311e+00 -1.0368e+00 -3.0887e-01 -1.3048e+00 +2.0186e-02 +1.1348e+00 -9.7531e-01 -6.0256e-01 -2.4578e+00
2700654 +2.792041748e+02 +2.792041748e+02 +2.928441748e+02 +2.928441748e+02 +2.6773e-01 +2.0957e+00 +7.8845e-01 +2.9968e+00 +7.6400e-01 +2.5386e-01 -2.6414e+00 -1.4654e-01 -1.3714e+00 -1.2315e+00 -6.7229e-01 -1.6485e+00 +1.9879e+00 -3.0084e-01 +4.5339e+00 -2.0001e-01 -9.6791e-01 +4.0309e-01 +3.9830e+00 +3.2697e-01
2761628 +2.550667204e+02 +2.550667204e+02 +2.687067204e+02 +2.687067204e+02 -4.5447e+00 +1.0410e+00 +9.1069e-01 +1.1426e+00 +2.8846e-01 -1.3664e+00 -2.2933e-01 -2.1701e+00 -3.8382e+00 -7.1454e-01 -3.2727e+00 +2.0968e+00 -1.6023e+00 -9.1116e-01 +2.4999e+00 -1.5133e+00 -1.7488e+00 +3.2462e-01 +3.6627e-01 +3.6465e+00
55228391 +2.470903460e+02 +2.470903460e+02 +2.607303460e+02 +2.607303460e+02 +1.7416e-01 +2.8978e+00 +8.9151e-01 +3.4192e+00 +2.8830e+00 +1.1304e+00 -2.6884e+00 -4.1465e-01 -2.7888e+00 -1.0073e+00 -1.0581e+00 +1.5958e-01 +2.9460e+00 -3.5345e+00 +2.6710e+00 -5.5794e-01 -2.9437e+00 +9.1538e-01 +2.7523e+00 +1.5006e+00
188182386 +2.351233646e+02 +2.351233646e+02 +2.487633646e+02 +2.487633646e+02 -7.7860e-01 -1.3935e+00 +1.9218e+00 -9.2628e-01 +2.6002e+00 -2.0443e-01 -1.1867e+00 -2.8416e+00 -2.1315e+00 -1.7331e+00 +1.4478e+00 +8.5040e-01 +2.1467e+00 -2.9068e+00 +4.5287e+00 +6.7310e-02 -1.8545e+00 -1.6462e+00 +1.5964e+00 -3.0852e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.901650907e+02 +6.901650907e+02 +8.849650907e+02 +8.849650907e+02 -9.9349e-01 +3.8712e+00 -4.3217e+00 -1.5780e+00 +2.8752e+00 -8.8700e-01 +2.4400e+00 -5.3251e-02 +3.0345e+00 +1.8565e+00 +2.9283e+00 +4.7913e+00 -3.3091e+00 -2.7044e-01 -1.4796e-01 +4.0299e+00 -2.4544e+00 -4.2867e+00 +3.2547e+00 +1.9765e+00
2 +5.801129714e+02 +5.801129714e+02 +7.749129714e+02 +7.749129714e+02 +1.2404e+00 -2.2306e+00 -1.4908e+00 +2.1506e+00 +2.1482e+00 -1.2640e+00 -1.8894e-01 -3.2918e+00 -3.9641e+00 -1.0725e-01 -1.1531e+00 -1.5661e+00 +2.6912e+00 -4.9377e+00 -2.2080e-02 +1.6052e+00 -3.9305e+00 -1.3444e+00 -2.7706e+00 +2.3187e+00
16 +5.292211897e+02 +5.292211897e+02 +7.240211897e+02 +7.240211897e+02 +1.9833e+00 +1.6472e+00 +3.0163e-01 -2.5501e+00 -2.8271e-03 -2.6981e+00 +4.8197e+00 +4.9918e+00 -2.1279e+00 +4.4935e+00 -1.9066e+00 -1.6633e+00 +2.4306e+00 -5.8487e-01 -2.8969e+00 +1.2009e+00 -3.3689e+00 -2.8454e-01 +4.1347e-01 +1.6851e-01
108 +5.114125400e+02 +5.114125400e+02 +7.062125400e+02 +7.062125400e+02 +6.9097e-01 -3.5588e-01 -1.1956e+00 -3.2497e+00 +3.2314e-01 -2.5194e+00 -1.4587e+00 +3.9169e+00 -4.5195e+00 +9.0404e-01 -1.4163e+00 +2.0671e+00 +1.9973e+00 -1.5188e+00 -1.9673e+00 -2.2251e+00 +1.3681e+00 -4.4680e+00 +1.5613e+00 -2.5628e-01
